data_evento,message_id,remetente_estimado,assunto,etapa,detalhe_smtp,tamanho_bytes,anexos,status_final
2026-05-02 18:18:45,<69f64005.050a0220.3afabf.4132SMTPIN_ADDED_MISSING@mx.google.com>,,Lançamento: Manual de Reeducação Alimentar,RECEBIDO (SMTP),"550-5.7.28 [185.142.225.133 1] Gmail has detected an unusual rate of 550-5.7.28 unsolicited mail originating from your IP address. To protect our 550-5.7.28 users from spam, mail sent from your IP address has been blocked. 550-5.7.28 For more information, go to 550-5.7.28 https://support.google.com/mail/?p=UnsolicitedIPError to review our 550 5.7.28 Bulk Email Senders Guidelines.",3353,0,Rejeitado (definitivo)
2026-05-02 18:18:45,<69f64005.050a0220.3afabf.4132SMTPIN_ADDED_MISSING@mx.google.com>,,Lançamento: Manual de Reeducação Alimentar,REJEITADO,,3521,0,Rejeitado (definitivo)
2026-05-02 20:58:05,<291dbe1098fba0dc1ee6aecc5a6173db@anonymousemail.se>,anonymousemail.se (estimado),teste 2026 05,RECEBIDO (SMTP),250 2.0.0 OK,4430,0,Entregue (caixa de entrada)
2026-05-02 20:58:06,<291dbe1098fba0dc1ee6aecc5a6173db@anonymousemail.se>,anonymousemail.se (estimado),teste 2026 05,PROCESSADO,,4597,0,Entregue (caixa de entrada)
2026-05-02 20:58:06,<291dbe1098fba0dc1ee6aecc5a6173db@anonymousemail.se>,anonymousemail.se (estimado),teste 2026 05,ENTREGUE (caixa de entrada),,4597,0,Entregue (caixa de entrada)
2026-05-02 23:14:05,<b7b9e84cfe0ed6be8255df5692947d75@sendingprivate.com>,sendingprivate.com (estimado),Teste_2026_05,RECEBIDO (SMTP),250 2.0.0 OK,6094,0,Entregue (caixa de entrada)
2026-05-02 23:14:05,<b7b9e84cfe0ed6be8255df5692947d75@sendingprivate.com>,sendingprivate.com (estimado),Teste_2026_05,PROCESSADO,,6261,0,Entregue (caixa de entrada)
2026-05-02 23:14:05,<b7b9e84cfe0ed6be8255df5692947d75@sendingprivate.com>,sendingprivate.com (estimado),Teste_2026_05,ENTREGUE (caixa de entrada),,6261,0,Entregue (caixa de entrada)
2026-05-02 23:16:04,<8211d24001ba1cb7593c5c9111757ef0@sendingprivate.com>,sendingprivate.com (estimado),2026 05  teste 2,RECEBIDO (SMTP),250 2.0.0 OK,6192,0,Entregue (caixa de entrada)
2026-05-02 23:16:04,<8211d24001ba1cb7593c5c9111757ef0@sendingprivate.com>,sendingprivate.com (estimado),2026 05  teste 2,PROCESSADO,,6359,0,Entregue (caixa de entrada)
2026-05-02 23:16:04,<8211d24001ba1cb7593c5c9111757ef0@sendingprivate.com>,sendingprivate.com (estimado),2026 05  teste 2,ENTREGUE (caixa de entrada),,6359,0,Entregue (caixa de entrada)
2026-05-04 17:02:29,<20260504170216.96404452F9@relatorios02b.iigrejaadventista.cfd>,relatorios02b.iigrejaadventista.cfd (estimado),Acesso rápido: veja a reclamação registrada,RECEBIDO (SMTP),"550-5.7.28 [78.47.129.248 1] Gmail has detected an unusual rate of 550-5.7.28 unsolicited mail originating from your IP address. To protect our 550-5.7.28 users from spam, mail sent from your IP address has been blocked. 550-5.7.28 For more information, go to 550-5.7.28 https://support.google.com/mail/?p=UnsolicitedIPError to review our 550 5.7.28 Bulk Email Senders Guidelines.",9400,0,Rejeitado (definitivo)
2026-05-04 17:02:29,<20260504170216.96404452F9@relatorios02b.iigrejaadventista.cfd>,relatorios02b.iigrejaadventista.cfd (estimado),Acesso rápido: veja a reclamação registrada,REJEITADO,,9566,0,Rejeitado (definitivo)
2026-05-04 17:03:34,<20260504170216.96404452F9@relatorios02b.iigrejaadventista.cfd>,relatorios02b.iigrejaadventista.cfd (estimado),Acesso rápido: veja a reclamação registrada,RECEBIDO (SMTP),"550-5.7.1 [78.47.129.248 19] Gmail has detected that this message is likely 550-5.7.1 suspicious due to the very low reputation of the sending domain. To 550-5.7.1 best protect our users from spam, the message has been blocked. For 550-5.7.1 more information, go to 550 5.7.1 https://support.google.com/mail/answer/188131",9399,0,Rejeitado (definitivo)
2026-05-04 17:03:34,<20260504170216.96404452F9@relatorios02b.iigrejaadventista.cfd>,relatorios02b.iigrejaadventista.cfd (estimado),Acesso rápido: veja a reclamação registrada,REJEITADO,,9568,0,Rejeitado (definitivo)
2026-05-05 11:06:07,<5E3AC3269BE442A7ABF5137CA84DCDDE.MAI@grimescomputeria.com>,grimescomputeria.com (estimado),Divulgue para MILHÕES DE EMAILS - Preço de custo,RECEBIDO (SMTP),"550-5.7.1 [46.110.88.238] The IP you're using to send mail is not authorized to 550-5.7.1 send email directly to our servers. Please use the SMTP relay at your 550-5.7.1 service provider instead. For more information, go to 550 5.7.1 https://support.google.com/mail/?p=NotAuthorizedError",4059,0,Rejeitado (definitivo)
2026-05-05 11:06:07,<5E3AC3269BE442A7ABF5137CA84DCDDE.MAI@grimescomputeria.com>,grimescomputeria.com (estimado),Divulgue para MILHÕES DE EMAILS - Preço de custo,REJEITADO,,4227,0,Rejeitado (definitivo)
2026-05-05 11:24:02,<202605051124.645BO2vA603211@sd-162291.dedibox.fr>,sd-162291.dedibox.fr (estimado), IMPORTANTE - Receita Federal ,RECEBIDO (SMTP),"550-5.7.26 Unauthenticated email from rfb.gov.br is not accepted due to domain's 550-5.7.26 DMARC policy. Please contact the administrator of rfb.gov.br domain 550-5.7.26 if this was a legitimate mail. To learn about the DMARC initiative, 550-5.7.26 go to 550 5.7.26 https://support.google.com/mail/?p=DmarcRejection",727517,1,Rejeitado (definitivo)
2026-05-05 11:24:03,<202605051124.645BO2vA603211@sd-162291.dedibox.fr>,sd-162291.dedibox.fr (estimado), IMPORTANTE - Receita Federal ,REJEITADO,,727684,1,Rejeitado (definitivo)
2026-05-05 21:10:19,<20260505211019.1501221881@relatorios16p.ipucutedodlactipica.cfd>,relatorios16p.ipucutedodlactipica.cfd (estimado),Currículo - Nathalia Xavier Cunha,RECEBIDO (SMTP),"550-5.7.1 [62.238.21.81 18] Gmail has detected that this message is likely 550-5.7.1 suspicious due to the very low reputation of the sending IP address. 550-5.7.1 To best protect our users from spam, the message has been blocked. 550-5.7.1 For more information, go to 550 5.7.1 https://support.google.com/mail/answer/188131",6194,0,Rejeitado (definitivo)
2026-05-05 21:10:19,<20260505211019.1501221881@relatorios16p.ipucutedodlactipica.cfd>,relatorios16p.ipucutedodlactipica.cfd (estimado),Currículo - Nathalia Xavier Cunha,REJEITADO,,6361,0,Rejeitado (definitivo)
2026-05-05 21:11:34,<20260505211019.1501221881@relatorios16p.ipucutedodlactipica.cfd>,relatorios16p.ipucutedodlactipica.cfd (estimado),Currículo - Nathalia Xavier Cunha,RECEBIDO (SMTP),"550-5.7.1 [62.238.21.81 19] Gmail has detected that this message is likely 550-5.7.1 suspicious due to the very low reputation of the sending domain. To 550-5.7.1 best protect our users from spam, the message has been blocked. For 550-5.7.1 more information, go to 550 5.7.1 https://support.google.com/mail/answer/188131",6195,0,Rejeitado (definitivo)
2026-05-05 21:11:34,<20260505211019.1501221881@relatorios16p.ipucutedodlactipica.cfd>,relatorios16p.ipucutedodlactipica.cfd (estimado),Currículo - Nathalia Xavier Cunha,REJEITADO,,6362,0,Rejeitado (definitivo)
2026-05-06 14:59:16,<a0c9c0fbad254a978d317436490e174e@cmsdistribution.com>,cmsdistribution.com (estimado),,RECEBIDO (SMTP),"421-4.7.28 Gmail has detected an unusual rate of unsolicited mail. To protect 421-4.7.28 our users from spam, mail has been temporarily rate limited. For 421-4.7.28 more information, go to 421-4.7.28 https://support.google.com/mail/?p=UnsolicitedRateLimitError to 421 4.7.28 review our Bulk Email Senders Guidelines.",0,0,Rejeitado (temporário)
2026-05-07 09:00:56,<177814445526.9532.1347412907038967055@holiday-raanana.net>,holiday-raanana.net (estimado),Documento eletrônico 6006419736 disponível às 06:00,RECEBIDO (SMTP),"550-5.7.1 [31.57.202.62 18] Gmail has detected that this message is likely 550-5.7.1 suspicious due to the very low reputation of the sending IP address. 550-5.7.1 To best protect our users from spam, the message has been blocked. 550-5.7.1 For more information, go to 550 5.7.1 https://support.google.com/mail/answer/188131",19013,0,Rejeitado (definitivo)
2026-05-07 09:00:56,<177814445526.9532.1347412907038967055@holiday-raanana.net>,holiday-raanana.net (estimado),Documento eletrônico 6006419736 disponível às 06:00,REJEITADO,,19178,0,Rejeitado (definitivo)
2026-05-07 09:59:21,<69fc6279.5d0a0220.aa584.0408SMTPIN_ADDED_MISSING@mx.google.com>,,ESTUDE DE GRAÇA E MUDE SEU FUTURO,RECEBIDO (SMTP),"550-5.7.1 [2a0f:69c0:281e:c600:6e1f:f7ff:fe3f:d2dd 18] Gmail has detected 550-5.7.1 that this message is likely suspicious due to the very low reputation 550-5.7.1 of the sending IP address. To best protect our users from spam, the 550-5.7.1 message has been blocked. For more information, go to 550 5.7.1 https://support.google.com/mail/answer/188131",3378,0,Rejeitado (definitivo)
2026-05-07 09:59:21,<69fc6279.5d0a0220.aa584.0408SMTPIN_ADDED_MISSING@mx.google.com>,,ESTUDE DE GRAÇA E MUDE SEU FUTURO,REJEITADO,,3542,0,Rejeitado (definitivo)
2026-05-07 10:10:30,<uapbsizuhxxe.1778148629949246300@invite.h2analisestecnicas.com.br>,invite.h2analisestecnicas.com.br (estimado),Documento Fiscal: Boleto e NFS-e Nº 28365,RECEBIDO (SMTP),"550-5.7.1 [194.38.21.183 18] Gmail has detected that this message is likely 550-5.7.1 suspicious due to the very low reputation of the sending IP address. 550-5.7.1 To best protect our users from spam, the message has been blocked. 550-5.7.1 For more information, go to 550 5.7.1 https://support.google.com/mail/answer/188131",5038,0,Rejeitado (definitivo)
2026-05-07 10:10:31,<uapbsizuhxxe.1778148629949246300@invite.h2analisestecnicas.com.br>,invite.h2analisestecnicas.com.br (estimado),Documento Fiscal: Boleto e NFS-e Nº 28365,REJEITADO,,5204,0,Rejeitado (definitivo)
2026-05-07 22:34:37,<69fd137e.050a0220.270d38.61f6SMTPIN_ADDED_MISSING@mx.google.com>,,Divulgue para MILHÕES DE EMAILS - Preço de custo,RECEBIDO (SMTP),"550-5.7.1 [58.75.21.151] The IP you're using to send mail is not authorized to 550-5.7.1 send email directly to our servers. Please use the SMTP relay at your 550-5.7.1 service provider instead. For more information, go to 550 5.7.1 https://support.google.com/mail/?p=NotAuthorizedError",3618,0,Rejeitado (definitivo)
2026-05-07 22:34:38,<69fd137e.050a0220.270d38.61f6SMTPIN_ADDED_MISSING@mx.google.com>,,Divulgue para MILHÕES DE EMAILS - Preço de custo,REJEITADO,,3786,0,Rejeitado (definitivo)
2026-05-09 01:58:56,<hpoxxnnnoobm.1778291935956192000@m49.canadiantranslator.com>,m49.canadiantranslator.com (estimado),Nota Fiscal Eletrônica Nº 61205 emitida em seu nome,RECEBIDO (SMTP),"550-5.7.1 [162.248.225.169 18] Gmail has detected that this message is 550-5.7.1 likely suspicious due to the very low reputation of the sending IP 550-5.7.1 address. To best protect our users from spam, the message has been 550-5.7.1 blocked. For more information, go to 550 5.7.1 https://support.google.com/mail/answer/188131",4927,0,Rejeitado (definitivo)
2026-05-09 01:58:57,<hpoxxnnnoobm.1778291935956192000@m49.canadiantranslator.com>,m49.canadiantranslator.com (estimado),Nota Fiscal Eletrônica Nº 61205 emitida em seu nome,REJEITADO,,5094,0,Rejeitado (definitivo)
2026-05-09 17:00:19,<20250509032514.CD3FB151A594@mail.poltekpelsumbar.ac.id>,mail.poltekpelsumbar.ac.id (estimado),Email lists 100% VALID - Any country in the world,RECEBIDO (SMTP),"550-5.7.1 [103.156.120.47 12] Gmail has detected that this message is 550-5.7.1 likely unsolicited mail. To reduce the amount of spam sent to Gmail, 550-5.7.1 this message has been blocked. For more information, go to 550 5.7.1 https://support.google.com/mail/?p=UnsolicitedMessageError",5243,0,Rejeitado (definitivo)
2026-05-09 17:00:19,<20250509032514.CD3FB151A594@mail.poltekpelsumbar.ac.id>,mail.poltekpelsumbar.ac.id (estimado),Email lists 100% VALID - Any country in the world,REJEITADO,,5412,0,Rejeitado (definitivo)
2026-05-11 06:12:42,<zkzlvfqbsmvp.1778479961483519000@send03.almti.org>,send03.almti.org (estimado),Fatura Vivo Móvel 63577517 disponível no portal,RECEBIDO (SMTP),"550-5.7.1 [185.243.96.119 18] Gmail has detected that this message is 550-5.7.1 likely suspicious due to the very low reputation of the sending IP 550-5.7.1 address. To best protect our users from spam, the message has been 550-5.7.1 blocked. For more information, go to 550 5.7.1 https://support.google.com/mail/answer/188131",25112,0,Rejeitado (definitivo)
2026-05-11 06:12:43,<zkzlvfqbsmvp.1778479961483519000@send03.almti.org>,send03.almti.org (estimado),Fatura Vivo Móvel 63577517 disponível no portal,REJEITADO,,25279,0,Rejeitado (definitivo)
2026-05-12 01:16:12,<6a027f5c.170a0220.ed47a.2817SMTPIN_ADDED_MISSING@mx.google.com>,,Trabalhamos com locação de equipamentos de Informática e Audiovisual em geral.,RECEBIDO (SMTP),"550-5.7.1 [81.71.13.56] The IP you're using to send mail is not authorized to 550-5.7.1 send email directly to our servers. Please use the SMTP relay at your 550-5.7.1 service provider instead. For more information, go to 550 5.7.1 https://support.google.com/mail/?p=NotAuthorizedError",3333,0,Rejeitado (definitivo)
2026-05-12 01:16:12,<6a027f5c.170a0220.ed47a.2817SMTPIN_ADDED_MISSING@mx.google.com>,,Trabalhamos com locação de equipamentos de Informática e Audiovisual em geral.,REJEITADO,,3499,0,Rejeitado (definitivo)
2026-05-13 12:08:51,<jvkwzycswiha.1778674120653621900@m09.owonorg.com>,m09.owonorg.com (estimado),Nota Fiscal Eletrônica Nº 49333 para conferência,RECEBIDO (SMTP),"550-5.7.1 [194.38.23.80 18] Gmail has detected that this message is likely 550-5.7.1 suspicious due to the very low reputation of the sending IP address. 550-5.7.1 To best protect our users from spam, the message has been blocked. 550-5.7.1 For more information, go to 550 5.7.1 https://support.google.com/mail/answer/188131",4793,0,Rejeitado (definitivo)
2026-05-13 12:08:54,<jvkwzycswiha.1778674120653621900@m09.owonorg.com>,m09.owonorg.com (estimado),Nota Fiscal Eletrônica Nº 49333 para conferência,REJEITADO,,4960,0,Rejeitado (definitivo)
2026-05-14 00:41:17,<6a051a2d.bc58470f.202794.53b6SMTPIN_ADDED_RATE_LIMITED_1496217@beng.eng.br>,beng.eng.br (estimado),,RECEBIDO (SMTP),"450-4.2.1 The user you are trying to contact is receiving mail at a rate that 450-4.2.1 prevents additional messages from being delivered. Please resend your 450-4.2.1 message at a later time. If the user is able to receive mail at that 450-4.2.1 time, your message will be delivered. For more information, go to 450 4.2.1 https://support.google.com/mail/?p=ReceivingRate",0,0,Rejeitado (temporário)
2026-05-14 05:54:50,<6a0563aa.1d4e66b3.1a9df6.e560SMTPIN_ADDED_MISSING@mx.google.com>,,"Destaques do dia – Economia, Segurança, Crime, Agronegócio e Política",RECEBIDO (SMTP),"550-5.7.28 [185.142.225.133 1] Gmail has detected an unusual rate of 550-5.7.28 unsolicited mail originating from your IP address. To protect our 550-5.7.28 users from spam, mail sent from your IP address has been blocked. 550-5.7.28 For more information, go to 550-5.7.28 https://support.google.com/mail/?p=UnsolicitedIPError to review our 550 5.7.28 Bulk Email Senders Guidelines.",4100,0,Rejeitado (definitivo)
2026-05-14 05:54:50,<6a0563aa.1d4e66b3.1a9df6.e560SMTPIN_ADDED_MISSING@mx.google.com>,,"Destaques do dia – Economia, Segurança, Crime, Agronegócio e Política",REJEITADO,,4268,0,Rejeitado (definitivo)
2026-05-15 01:35:40,<1936566267.696799.1778808939429@eu-smtp-inbound-2.mimecast.com>,eu-smtp-inbound-2.mimecast.com (estimado),Re:Professional foreign trade agency services,RECEBIDO (SMTP),"550-5.7.1 [58.62.252.208] The IP you're using to send mail is not authorized to 550-5.7.1 send email directly to our servers. Please use the SMTP relay at your 550-5.7.1 service provider instead. For more information, go to 550 5.7.1 https://support.google.com/mail/?p=NotAuthorizedError",4662,0,Rejeitado (definitivo)
2026-05-15 01:35:41,<1936566267.696799.1778808939429@eu-smtp-inbound-2.mimecast.com>,eu-smtp-inbound-2.mimecast.com (estimado),Re:Professional foreign trade agency services,REJEITADO,,4828,0,Rejeitado (definitivo)
2026-05-15 17:19:14,<178b8b392ef6e45a149ea416f92de755@sendingprivate.com>,sendingprivate.com (estimado),teste 15/05/2026,RECEBIDO (SMTP),250 2.0.0 OK,6129,0,Entregue (caixa de entrada)
2026-05-15 17:19:14,<178b8b392ef6e45a149ea416f92de755@sendingprivate.com>,sendingprivate.com (estimado),teste 15/05/2026,PROCESSADO,,6295,0,Entregue (caixa de entrada)
2026-05-15 17:19:14,<178b8b392ef6e45a149ea416f92de755@sendingprivate.com>,sendingprivate.com (estimado),teste 15/05/2026,ENTREGUE (caixa de entrada),,6295,0,Entregue (caixa de entrada)
2026-05-17 11:08:17,<6A09A076.2AFEB8.13427@hexinpass.com>,hexinpass.com (estimado),Divulgue para até 200 MILHÕES DE EMAILS - Boom de vendas,RECEBIDO (SMTP),"550-5.7.1 [118.123.240.135] The IP you're using to send mail is not authorized 550-5.7.1 to send email directly to our servers. Please use the SMTP relay at 550-5.7.1 your service provider instead. For more information, go to 550 5.7.1 https://support.google.com/mail/?p=NotAuthorizedError",4623,0,Rejeitado (definitivo)
2026-05-17 11:08:18,<6A09A076.2AFEB8.13427@hexinpass.com>,hexinpass.com (estimado),Divulgue para até 200 MILHÕES DE EMAILS - Boom de vendas,REJEITADO,,4790,0,Rejeitado (definitivo)
2026-05-18 03:43:16,<20260518034314.0406843898@relatorios20t.marcascolccy.cfd>,relatorios20t.marcascolccy.cfd (estimado),Currículo Francisca Silva Freitas,RECEBIDO (SMTP),"550-5.7.1 [5.223.78.65 12] Gmail has detected that this message is likely 550-5.7.1 unsolicited mail. To reduce the amount of spam sent to Gmail, this 550-5.7.1 message has been blocked. For more information, go to 550 5.7.1 https://support.google.com/mail/?p=UnsolicitedMessageError",5624,0,Rejeitado (definitivo)
2026-05-18 03:43:16,<20260518034314.0406843898@relatorios20t.marcascolccy.cfd>,relatorios20t.marcascolccy.cfd (estimado),Currículo Francisca Silva Freitas,REJEITADO,,5792,0,Rejeitado (definitivo)
2026-05-18 03:43:17,<20260518034315.7D28343275@relatorios20t.marcascolccy.cfd>,relatorios20t.marcascolccy.cfd (estimado),Currículo Francisca Silva Freitas,RECEBIDO (SMTP),"550-5.7.1 [5.223.78.65 19] Gmail has detected that this message is likely 550-5.7.1 suspicious due to the very low reputation of the sending domain. To 550-5.7.1 best protect our users from spam, the message has been blocked. For 550-5.7.1 more information, go to 550 5.7.1 https://support.google.com/mail/answer/188131",5619,0,Rejeitado (definitivo)
2026-05-18 03:43:17,<20260518034315.7D28343275@relatorios20t.marcascolccy.cfd>,relatorios20t.marcascolccy.cfd (estimado),Currículo Francisca Silva Freitas,REJEITADO,,5788,0,Rejeitado (definitivo)
2026-05-18 03:44:06,<20260518034315.7D28343275@relatorios20t.marcascolccy.cfd>,relatorios20t.marcascolccy.cfd (estimado),Currículo Francisca Silva Freitas,RECEBIDO (SMTP),"550-5.7.1 [5.223.78.65 18] Gmail has detected that this message is likely 550-5.7.1 suspicious due to the very low reputation of the sending IP address. 550-5.7.1 To best protect our users from spam, the message has been blocked. 550-5.7.1 For more information, go to 550 5.7.1 https://support.google.com/mail/answer/188131",5619,0,Rejeitado (definitivo)
2026-05-18 03:44:07,<20260518034315.7D28343275@relatorios20t.marcascolccy.cfd>,relatorios20t.marcascolccy.cfd (estimado),Currículo Francisca Silva Freitas,REJEITADO,,5788,0,Rejeitado (definitivo)
2026-05-18 03:44:13,<20260518034314.0406843898@relatorios20t.marcascolccy.cfd>,relatorios20t.marcascolccy.cfd (estimado),Currículo Francisca Silva Freitas,RECEBIDO (SMTP),"550-5.7.1 [5.223.78.65 12] Gmail has detected that this message is likely 550-5.7.1 unsolicited mail. To reduce the amount of spam sent to Gmail, this 550-5.7.1 message has been blocked. For more information, go to 550 5.7.1 https://support.google.com/mail/?p=UnsolicitedMessageError",5623,0,Rejeitado (definitivo)
2026-05-18 03:44:13,<20260518034314.0406843898@relatorios20t.marcascolccy.cfd>,relatorios20t.marcascolccy.cfd (estimado),Currículo Francisca Silva Freitas,REJEITADO,,5791,0,Rejeitado (definitivo)
2026-05-18 03:44:31,<20260518034315.7D28343275@relatorios20t.marcascolccy.cfd>,relatorios20t.marcascolccy.cfd (estimado),Currículo Francisca Silva Freitas,RECEBIDO (SMTP),"550-5.7.1 [5.223.78.65 12] Gmail has detected that this message is likely 550-5.7.1 unsolicited mail. To reduce the amount of spam sent to Gmail, this 550-5.7.1 message has been blocked. For more information, go to 550 5.7.1 https://support.google.com/mail/?p=UnsolicitedMessageError",5619,0,Rejeitado (definitivo)
2026-05-18 03:44:31,<20260518034315.7D28343275@relatorios20t.marcascolccy.cfd>,relatorios20t.marcascolccy.cfd (estimado),Currículo Francisca Silva Freitas,REJEITADO,,5787,0,Rejeitado (definitivo)
2026-05-18 03:44:35,<20260518034314.0406843898@relatorios20t.marcascolccy.cfd>,relatorios20t.marcascolccy.cfd (estimado),Currículo Francisca Silva Freitas,RECEBIDO (SMTP),"550-5.7.1 [5.223.78.65 19] Gmail has detected that this message is likely 550-5.7.1 suspicious due to the very low reputation of the sending domain. To 550-5.7.1 best protect our users from spam, the message has been blocked. For 550-5.7.1 more information, go to 550 5.7.1 https://support.google.com/mail/answer/188131",5625,0,Rejeitado (definitivo)
2026-05-18 03:44:35,<20260518034314.0406843898@relatorios20t.marcascolccy.cfd>,relatorios20t.marcascolccy.cfd (estimado),Currículo Francisca Silva Freitas,REJEITADO,,5793,0,Rejeitado (definitivo)
2026-05-18 03:45:07,<20260518034314.0406843898@relatorios20t.marcascolccy.cfd>,relatorios20t.marcascolccy.cfd (estimado),Currículo Francisca Silva Freitas,RECEBIDO (SMTP),"550-5.7.1 [5.223.78.65 18] Gmail has detected that this message is likely 550-5.7.1 suspicious due to the very low reputation of the sending IP address. 550-5.7.1 To best protect our users from spam, the message has been blocked. 550-5.7.1 For more information, go to 550 5.7.1 https://support.google.com/mail/answer/188131",5625,0,Rejeitado (definitivo)
2026-05-18 03:45:07,<20260518034314.0406843898@relatorios20t.marcascolccy.cfd>,relatorios20t.marcascolccy.cfd (estimado),Currículo Francisca Silva Freitas,REJEITADO,,5794,0,Rejeitado (definitivo)
2026-05-18 07:12:07,<6a0abbc7.3efba2ac.1e6873.a883SMTPIN_ADDED_MISSING@mx.google.com>,,Nota 413187 referente à sua compra,RECEBIDO (SMTP),"552-5.7.0 This message was blocked because its content presents a potential 552-5.7.0 security issue. To review our message content and attachment content 552-5.7.0 guidelines, go to 552 5.7.0 https://support.google.com/mail/?p=BlockedMessage",168167,1,Rejeitado (definitivo)
2026-05-18 07:12:07,<6a0abbc7.3efba2ac.1e6873.a883SMTPIN_ADDED_MISSING@mx.google.com>,,Nota 413187 referente à sua compra,REJEITADO,,168332,1,Rejeitado (definitivo)
2026-05-18 20:40:32,<509b430e05eda9a2c695566b572ddac8@anonymousemail.se>,anonymousemail.se (estimado),Teste,RECEBIDO (SMTP),250 2.0.0 OK,4424,0,Entregue (caixa de entrada)
